,Run Name,Pair Loss,Master Loss,Avg Loss,Pair Accuracy,Master Accuracy,Avg Accuracy
0,pretrained_encoder_phase2_116,0.28050592772960664,0.2402645281791687,0.2603852279543877,1.0,0.0,0.5
1,pretrained_encoder_phase3_116,0.2252268531322479,0.24903667731285095,0.23713176522254942,0.6640625,0.5564903846153846,0.6102764423076923
2,run01,0.26023823,0.23297131,0.24660477,0.5564903846153846,0.6019631410256411,0.5792267628205128
3,run02,0.23725036,0.22159074,0.22942054,0.6247996794871795,0.6610576923076923,0.6429286858974359
4,run_with_attention_1,0.21606393,0.21637349,0.21621871,1.0,0.0,0.5
5,run_with_gru_1,0.23426823,0.22306351,0.22866587,0.6302083333333334,0.6490384615384616,0.6396233974358975
